time,Thi Mean,Thi Std,Tho Mean,Tho Std,Tci Mean,Tci Std,Tco Mean,Tco Std
340.000,35.133,0.086,33.249,0.100,1.029,0.085,1.350,0.064
350.000,35.086,0.102,33.233,0.063,1.037,0.075,1.374,0.079
360.000,35.133,0.113,33.257,0.086,1.021,0.056,1.342,0.105
370.000,35.141,0.141,33.186,0.077,1.037,0.092,1.342,0.046
380.000,35.126,0.125,33.257,0.086,0.997,0.097,1.325,0.097
390.000,35.133,0.113,33.217,0.106,1.013,0.067,1.342,0.105
400.000,35.149,0.065,33.225,0.079,1.013,0.076,1.407,0.081
410.000,35.141,0.093,33.249,0.085,1.037,0.084,1.374,0.088
420.000,35.173,0.145,33.201,0.090,1.013,0.076,1.366,0.057
430.000,35.110,0.117,33.233,0.129,1.045,0.073,1.350,0.075
440.000,35.157,0.157,33.289,0.079,1.060,0.075,1.301,0.057
450.000,35.118,0.106,33.233,0.098,1.005,0.065,1.366,0.069
460.000,35.118,0.140,33.186,0.093,0.997,0.097,1.333,0.066
470.000,35.110,0.193,33.241,0.106,1.037,0.084,1.358,0.077
480.000,35.102,0.121,33.233,0.082,1.045,0.090,1.382,0.103
490.000,35.189,0.062,33.209,0.087,1.060,0.053,1.390,0.086
500.000,35.118,0.092,33.249,0.107,1.053,0.087,1.350,0.075
510.000,35.078,0.178,33.273,0.075,1.029,0.067,1.350,0.084
520.000,35.173,0.099,33.289,0.079,1.053,0.095,1.301,0.069
530.000,35.165,0.102,33.233,0.082,1.029,0.055,1.325,0.081
540.000,35.118,0.106,33.281,0.082,1.021,0.056,1.366,0.042
550.000,35.086,0.132,33.273,0.113,1.013,0.093,1.382,0.079
560.000,35.133,0.125,33.273,0.075,1.045,0.033,1.333,0.086
570.000,35.094,0.129,33.249,0.067,1.068,0.079,1.382,0.103
580.000,35.110,0.073,33.273,0.084,1.029,0.085,1.382,0.079
590.000,35.126,0.107,33.265,0.067,1.037,0.053,1.309,0.086
600.000,35.062,0.085,33.257,0.077,1.037,0.065,1.342,0.071
610.000,35.102,0.108,33.289,0.095,1.037,0.053,1.342,0.071
620.000,35.118,0.092,33.257,0.101,1.005,0.075,1.293,0.079
630.000,35.078,0.082,33.241,0.119,1.037,0.092,1.358,0.067
640.000,35.054,0.125,33.297,0.065,1.005,0.075,1.423,0.060
650.000,35.118,0.084,33.217,0.106,1.076,0.050,1.342,0.060
660.000,35.078,0.144,33.249,0.077,1.021,0.085,1.390,0.086
670.000,35.070,0.130,33.201,0.090,1.068,0.108,1.309,0.067
680.000,35.054,0.056,33.281,0.117,1.013,0.067,1.382,0.087
690.000,35.126,0.100,33.281,0.050,0.989,0.087,1.333,0.086
700.000,35.046,0.119,33.249,0.067,1.013,0.100,1.350,0.075
710.000,35.102,0.095,33.217,0.065,1.037,0.065,1.333,0.101
720.000,35.094,0.118,33.249,0.114,1.029,0.055,1.325,0.097
730.000,35.078,0.062,33.209,0.132,1.037,0.092,1.342,0.060
740.000,35.078,0.182,33.289,0.070,1.060,0.091,1.333,0.077
750.000,35.126,0.100,33.265,0.085,1.029,0.067,1.325,0.046
760.000,35.086,0.121,33.305,0.095,1.013,0.067,1.382,0.116
770.000,35.126,0.119,33.225,0.079,1.005,0.053,1.350,0.064
780.000,35.086,0.108,33.257,0.101,1.013,0.076,1.431,0.064
790.000,35.038,0.130,33.313,0.098,1.029,0.067,1.342,0.081
800.000,35.023,0.108,33.257,0.101,1.029,0.076,1.374,0.043
810.000,35.118,0.112,33.249,0.077,1.005,0.065,1.358,0.055
820.000,35.007,0.126,33.305,0.087,1.005,0.092,1.333,0.054
830.000,35.038,0.106,33.249,0.107,1.005,0.065,1.333,0.086
840.000,35.102,0.126,33.289,0.115,1.068,0.045,1.325,0.097
850.000,35.094,0.129,33.281,0.073,1.037,0.053,1.382,0.057
860.000,35.078,0.128,33.249,0.093,1.053,0.108,1.382,0.069
870.000,35.086,0.132,33.289,0.079,1.068,0.058,1.366,0.069
880.000,35.070,0.135,33.281,0.134,1.013,0.076,1.342,0.071
890.000,35.094,0.106,33.281,0.098,1.053,0.045,1.333,0.094
900.000,35.062,0.113,33.201,0.129,1.037,0.053,1.317,0.092
910.000,35.070,0.118,33.249,0.141,1.029,0.076,1.366,0.057
920.000,35.078,0.162,33.273,0.106,1.029,0.085,1.277,0.094
930.000,35.078,0.117,33.281,0.063,1.021,0.085,1.366,0.057
940.000,35.031,0.123,33.249,0.056,0.973,0.058,1.358,0.094
950.000,35.062,0.113,33.313,0.050,1.013,0.085,1.398,0.084
960.000,35.038,0.084,33.289,0.095,1.029,0.076,1.374,0.079
970.000,35.094,0.154,33.336,0.086,1.021,0.067,1.398,0.064
980.000,35.054,0.119,33.329,0.067,1.076,0.062,1.325,0.071
990.000,35.062,0.119,33.265,0.067,1.053,0.045,1.407,0.118
1000.000,35.038,0.092,33.297,0.106,1.045,0.073,1.415,0.077
1010.000,35.054,0.100,33.289,0.070,1.013,0.093,1.350,0.100
1020.000,35.031,0.134,33.265,0.107,1.037,0.065,1.342,0.089
1030.000,35.054,0.107,33.265,0.067,1.053,0.095,1.366,0.079
1040.000,35.031,0.144,33.241,0.075,1.029,0.085,1.366,0.087
1050.000,35.054,0.114,33.249,0.120,1.037,0.065,1.382,0.110
1060.000,35.015,0.140,33.241,0.054,1.068,0.069,1.374,0.057
1070.000,35.086,0.132,33.265,0.100,1.029,0.055,1.382,0.042
1080.000,35.062,0.085,33.289,0.102,1.092,0.076,1.325,0.105
1090.000,35.086,0.095,33.289,0.095,1.013,0.076,1.374,0.088
1100.000,35.023,0.126,33.225,0.102,0.997,0.082,1.358,0.077
1110.000,35.031,0.117,33.249,0.114,1.037,0.092,1.366,0.103
1120.000,34.999,0.097,33.281,0.105,1.021,0.085,1.390,0.086
1130.000,35.110,0.166,33.297,0.065,1.068,0.095,1.398,0.107
1140.000,35.023,0.121,33.225,0.095,1.037,0.099,1.350,0.084
1150.000,35.007,0.087,33.297,0.118,1.045,0.062,1.342,0.071
1160.000,34.999,0.117,33.265,0.085,1.013,0.107,1.382,0.057
1170.000,34.983,0.150,33.273,0.038,1.005,0.038,1.309,0.055
1180.000,35.031,0.128,33.313,0.134,1.045,0.097,1.390,0.067
1190.000,34.999,0.104,33.265,0.085,1.021,0.067,1.333,0.066
1200.000,35.015,0.135,33.297,0.084,1.076,0.050,1.382,0.095
1210.000,34.959,0.092,33.273,0.140,1.029,0.100,1.398,0.092
1220.000,35.102,0.095,33.249,0.100,1.037,0.084,1.382,0.087
1230.000,35.046,0.130,33.257,0.067,1.013,0.100,1.366,0.057
1240.000,34.983,0.150,33.305,0.095,1.013,0.041,1.309,0.077
1250.000,35.070,0.099,33.313,0.050,1.005,0.084,1.358,0.067
1260.000,35.078,0.148,33.297,0.084,0.997,0.062,1.366,0.069
1270.000,35.007,0.102,33.321,0.092,1.021,0.056,1.358,0.086
1280.000,34.975,0.093,33.265,0.067,1.029,0.100,1.382,0.079
1290.000,34.975,0.180,33.233,0.050,0.989,0.087,1.374,0.069
1300.000,35.038,0.106,33.249,0.085,1.037,0.075,1.358,0.055
1310.000,34.991,0.135,33.257,0.086,1.005,0.084,1.358,0.077
1320.000,35.015,0.083,33.249,0.085,1.005,0.053,1.366,0.057
1330.000,34.991,0.124,33.273,0.084,1.053,0.079,1.358,0.077
1340.000,34.999,0.062,33.273,0.065,1.060,0.065,1.358,0.055
1350.000,35.023,0.173,33.273,0.099,1.013,0.085,1.374,0.096
1360.000,35.023,0.132,33.336,0.067,1.021,0.093,1.366,0.057
1370.000,34.936,0.124,33.241,0.075,1.045,0.082,1.407,0.071
1380.000,34.999,0.134,33.265,0.100,0.997,0.050,1.390,0.094
1390.000,35.015,0.083,33.257,0.131,1.037,0.075,1.350,0.092
1400.000,35.038,0.145,33.297,0.075,1.060,0.091,1.350,0.100
1410.000,35.015,0.083,33.305,0.109,0.997,0.090,1.358,0.077
1420.000,34.999,0.148,33.305,0.059,1.013,0.076,1.366,0.110
1430.000,34.991,0.124,33.281,0.123,0.997,0.097,1.358,0.094
1440.000,34.999,0.104,33.305,0.079,1.021,0.056,1.366,0.095
1450.000,34.999,0.082,33.336,0.101,1.045,0.111,1.390,0.094
1460.000,34.999,0.148,33.273,0.075,1.060,0.075,1.350,0.092
1470.000,35.023,0.115,33.313,0.082,1.084,0.075,1.390,0.077
1480.000,34.975,0.150,33.289,0.079,1.021,0.077,1.333,0.054
1490.000,34.999,0.062,33.273,0.065,1.029,0.041,1.390,0.086
1500.000,34.951,0.097,33.281,0.111,0.989,0.069,1.358,0.067
1510.000,34.999,0.073,33.257,0.108,1.053,0.079,1.374,0.069
1520.000,35.046,0.119,33.273,0.054,1.021,0.077,1.423,0.097
1530.000,35.007,0.121,33.233,0.144,1.045,0.073,1.374,0.069
1540.000,34.999,0.123,33.225,0.115,1.053,0.045,1.342,0.081
1550.000,34.959,0.112,33.257,0.077,1.053,0.058,1.366,0.079
1560.000,34.983,0.130,33.297,0.084,1.045,0.062,1.407,0.097
1570.000,34.975,0.131,33.305,0.095,1.013,0.085,1.407,0.089
1580.000,35.007,0.132,33.321,0.113,1.045,0.050,1.358,0.094
1590.000,35.046,0.159,33.257,0.114,1.068,0.058,1.390,0.077
1600.000,34.943,0.132,33.273,0.038,1.005,0.092,1.374,0.069
1610.000,34.983,0.164,33.297,0.106,1.084,0.065,1.374,0.088
1620.000,35.023,0.121,33.257,0.086,1.013,0.100,1.366,0.042
1630.000,35.015,0.091,33.265,0.100,1.084,0.065,1.382,0.069
1640.000,34.959,0.140,33.257,0.108,1.076,0.082,1.407,0.081
1650.000,34.951,0.123,33.241,0.099,1.060,0.053,1.366,0.042
1660.000,34.951,0.097,33.233,0.073,1.045,0.097,1.439,0.086
1670.000,34.951,0.090,33.313,0.117,0.997,0.090,1.342,0.071
1680.000,34.967,0.176,33.289,0.079,1.045,0.082,1.374,0.110
1690.000,34.975,0.067,33.273,0.092,1.029,0.076,1.317,0.120
1700.000,35.023,0.102,33.305,0.142,1.013,0.067,1.398,0.084
1710.000,34.975,0.150,33.265,0.093,0.997,0.062,1.398,0.075
1720.000,34.967,0.164,33.273,0.038,1.029,0.055,1.398,0.075
1730.000,34.951,0.104,33.273,0.092,1.013,0.100,1.455,0.069
1740.000,35.023,0.095,33.249,0.077,1.037,0.075,1.358,0.039
1750.000,34.983,0.076,33.281,0.111,1.037,0.065,1.366,0.087
1760.000,34.936,0.124,33.297,0.092,1.092,0.093,1.382,0.057
1770.000,34.928,0.142,33.281,0.139,1.053,0.095,1.415,0.054
1780.000,35.015,0.075,33.281,0.090,1.037,0.065,1.342,0.124
1790.000,35.031,0.111,33.281,0.090,1.029,0.041,1.374,0.057
1800.000,34.951,0.139,33.336,0.120,1.037,0.092,1.374,0.103
1810.000,34.983,0.113,33.321,0.075,1.037,0.075,1.415,0.054
1820.000,34.967,0.100,33.281,0.111,1.037,0.065,1.358,0.086
1830.000,34.943,0.126,33.257,0.067,1.013,0.085,1.415,0.077
1840.000,34.959,0.106,33.297,0.075,1.029,0.145,1.366,0.103
1850.000,34.967,0.125,33.321,0.084,1.053,0.087,1.342,0.071
1860.000,34.967,0.113,33.257,0.108,1.068,0.087,1.374,0.129
1870.000,34.975,0.168,33.281,0.063,1.005,0.084,1.398,0.092
1880.000,34.983,0.125,33.321,0.065,1.037,0.084,1.398,0.064
1890.000,34.904,0.125,33.281,0.098,1.092,0.055,1.382,0.069
1900.000,34.967,0.076,33.257,0.086,1.045,0.073,1.390,0.039
1910.000,34.975,0.100,33.273,0.038,1.053,0.069,1.423,0.097
1920.000,34.983,0.076,33.249,0.125,1.053,0.058,1.398,0.126
1930.000,34.991,0.150,33.305,0.079,1.029,0.093,1.447,0.095
1940.000,34.959,0.118,33.257,0.086,1.053,0.079,1.431,0.100
1950.000,34.959,0.124,33.257,0.094,1.005,0.053,1.398,0.064
1960.000,34.920,0.174,33.273,0.065,1.068,0.102,1.350,0.064
1970.000,34.951,0.148,33.273,0.092,1.053,0.079,1.382,0.057
1980.000,34.943,0.108,33.257,0.108,1.045,0.050,1.431,0.064
1990.000,34.991,0.065,33.297,0.084,1.060,0.053,1.407,0.105
2000.000,34.967,0.076,33.336,0.108,1.045,0.062,1.398,0.075
2010.000,34.936,0.099,33.321,0.119,1.029,0.067,1.374,0.057
2020.000,34.991,0.145,33.281,0.073,1.076,0.062,1.439,0.094
2030.000,34.943,0.121,33.329,0.107,0.997,0.073,1.415,0.101
2040.000,34.936,0.163,33.265,0.107,1.005,0.112,1.447,0.069
2050.000,34.991,0.135,33.281,0.050,1.021,0.056,1.447,0.069
2060.000,34.983,0.093,33.352,0.075,1.068,0.087,1.439,0.086
2070.000,34.983,0.107,33.257,0.120,0.997,0.050,1.390,0.077
2080.000,35.015,0.129,33.249,0.131,1.005,0.075,1.398,0.075
2090.000,35.023,0.156,33.265,0.085,1.037,0.065,1.407,0.118
2100.000,34.991,0.130,33.289,0.095,1.005,0.065,1.407,0.089
2110.000,35.015,0.091,33.241,0.135,1.013,0.100,1.423,0.071
2120.000,34.943,0.102,33.249,0.100,1.029,0.076,1.415,0.066
2130.000,34.967,0.125,33.225,0.079,1.053,0.087,1.423,0.081
2140.000,34.904,0.107,33.249,0.100,1.045,0.090,1.431,0.075
2150.000,34.959,0.145,33.265,0.125,1.037,0.065,1.390,0.086
2160.000,34.896,0.100,33.225,0.045,1.029,0.055,1.382,0.057
2170.000,35.015,0.112,33.297,0.065,0.997,0.073,1.366,0.069
2180.000,34.936,0.112,33.257,0.056,1.005,0.065,1.415,0.094
2190.000,34.951,0.144,33.265,0.107,0.997,0.104,1.455,0.057
2200.000,34.928,0.087,33.352,0.099,1.045,0.104,1.415,0.066
2210.000,34.936,0.118,33.273,0.075,1.060,0.053,1.398,0.064
2220.000,34.928,0.137,33.265,0.120,1.084,0.053,1.455,0.057
2230.000,34.888,0.100,33.281,0.105,1.045,0.062,1.398,0.075
2240.000,34.959,0.038,33.281,0.117,1.029,0.041,1.390,0.039
2250.000,34.959,0.130,33.233,0.082,1.037,0.084,1.407,0.071
2260.000,34.999,0.104,33.241,0.106,1.068,0.069,1.398,0.084
2270.000,34.967,0.067,33.249,0.100,1.068,0.095,1.423,0.060
2280.000,34.912,0.135,33.249,0.067,1.060,0.065,1.439,0.055
2290.000,34.959,0.106,33.241,0.065,1.053,0.069,1.407,0.081
2300.000,34.983,0.125,33.225,0.059,1.068,0.058,1.423,0.060
2310.000,34.983,0.119,33.289,0.059,1.076,0.097,1.439,0.077
2320.000,34.943,0.142,33.281,0.098,1.021,0.100,1.423,0.105
2330.000,34.920,0.166,33.305,0.109,1.037,0.075,1.366,0.110
2340.000,35.015,0.075,33.209,0.079,1.037,0.084,1.390,0.115
2350.000,34.983,0.100,33.233,0.063,1.053,0.069,1.431,0.075
2360.000,34.943,0.121,33.241,0.092,1.076,0.090,1.423,0.060
2370.000,34.920,0.062,33.265,0.067,1.084,0.084,1.415,0.094
2380.000,34.928,0.137,33.217,0.075,1.013,0.067,1.398,0.120
2390.000,34.928,0.108,33.241,0.084,1.029,0.093,1.374,0.079
2400.000,34.967,0.113,33.249,0.067,1.060,0.105,1.374,0.079
2410.000,34.983,0.100,33.321,0.054,0.997,0.050,1.382,0.103
2420.000,34.975,0.131,33.249,0.056,1.068,0.045,1.390,0.077
2430.000,34.928,0.121,33.233,0.082,1.029,0.055,1.398,0.034
2440.000,34.936,0.118,33.265,0.041,1.068,0.045,1.382,0.069
2450.000,34.951,0.162,33.233,0.105,1.037,0.053,1.407,0.105
2460.000,34.951,0.128,33.273,0.099,1.116,0.065,1.415,0.086
2470.000,34.904,0.184,33.249,0.067,1.029,0.076,1.423,0.081
2480.000,34.943,0.095,33.273,0.075,1.029,0.100,1.415,0.077
2490.000,34.967,0.130,33.313,0.082,1.116,0.092,1.423,0.081
2500.000,34.943,0.087,33.265,0.155,1.037,0.084,1.390,0.109
2510.000,34.904,0.136,33.193,0.106,1.068,0.069,1.415,0.101
2520.000,34.912,0.084,33.289,0.095,1.045,0.104,1.407,0.111
2530.000,34.912,0.099,33.305,0.079,1.076,0.033,1.455,0.088
2540.000,34.936,0.065,33.273,0.065,1.045,0.097,1.423,0.081
2550.000,34.943,0.147,33.273,0.084,1.068,0.069,1.447,0.079
2560.000,34.928,0.142,33.241,0.092,1.053,0.087,1.415,0.077
2570.000,34.943,0.151,33.233,0.158,1.084,0.075,1.415,0.054
2580.000,35.086,0.392,33.249,0.125,1.060,0.075,1.431,0.075
2590.000,34.951,0.186,33.265,0.100,1.068,0.095,1.431,0.092
2600.000,34.904,0.172,33.281,0.117,1.029,0.076,1.447,0.087
2610.000,34.864,0.108,33.257,0.086,1.045,0.073,1.463,0.116
2620.000,34.983,0.146,33.201,0.073,1.068,0.069,1.398,0.075
2630.000,34.904,0.119,33.225,0.079,1.068,0.079,1.390,0.077
2640.000,34.888,0.146,33.273,0.084,1.076,0.090,1.431,0.092
2650.000,34.928,0.147,33.305,0.079,1.068,0.058,1.512,0.064
2660.000,34.904,0.107,33.225,0.109,1.068,0.058,1.431,0.075
2670.000,34.967,0.130,33.209,0.121,1.037,0.065,1.463,0.079
2680.000,34.928,0.151,33.201,0.111,1.021,0.100,1.463,0.079
2690.000,34.888,0.119,33.225,0.109,1.084,0.099,1.431,0.075
2700.000,34.920,0.123,33.281,0.105,1.060,0.091,1.423,0.071
2710.000,34.896,0.086,33.289,0.079,0.997,0.097,1.472,0.067
2720.000,34.928,0.132,33.257,0.086,1.029,0.055,1.407,0.071
2730.000,34.880,0.124,33.273,0.075,1.021,0.085,1.463,0.103
2740.000,34.904,0.130,33.233,0.098,1.084,0.065,1.415,0.086
2750.000,34.912,0.106,33.241,0.075,1.037,0.065,1.390,0.067
2760.000,34.936,0.112,33.201,0.063,1.053,0.079,1.390,0.067
2770.000,34.920,0.104,33.257,0.108,1.029,0.107,1.455,0.134
2780.000,34.896,0.155,33.217,0.099,1.021,0.113,1.439,0.077
2790.000,34.951,0.104,33.193,0.075,1.045,0.073,1.431,0.064
2800.000,34.904,0.085,33.241,0.113,1.068,0.095,1.407,0.060
2810.000,34.904,0.107,33.217,0.075,1.092,0.067,1.439,0.102
2820.000,34.809,0.119,33.225,0.079,1.068,0.095,1.455,0.110
2830.000,34.920,0.139,33.241,0.065,1.037,0.065,1.415,0.101
2840.000,34.991,0.112,33.257,0.155,1.060,0.065,1.439,0.067
2850.000,34.888,0.107,33.329,0.100,1.029,0.076,1.455,0.043
2860.000,34.912,0.118,33.321,0.092,1.037,0.053,1.398,0.075
2870.000,34.951,0.111,33.273,0.092,1.037,0.053,1.447,0.079
2880.000,35.007,0.095,33.281,0.082,1.037,0.065,1.398,0.064
2890.000,34.872,0.128,33.233,0.090,1.068,0.069,1.447,0.057
2900.000,34.888,0.136,33.289,0.079,1.045,0.082,1.447,0.079
2910.000,34.920,0.134,33.241,0.130,1.037,0.084,1.463,0.110
2920.000,34.872,0.082,33.313,0.111,1.045,0.073,1.439,0.077
2930.000,34.928,0.142,33.257,0.094,1.060,0.083,1.455,0.088
2940.000,34.928,0.087,33.273,0.092,1.076,0.123,1.463,0.087
2950.000,34.943,0.115,33.281,0.105,1.084,0.092,1.398,0.075
2960.000,34.888,0.107,33.273,0.099,1.053,0.058,1.439,0.039
2970.000,34.888,0.125,33.281,0.111,1.029,0.055,1.504,0.089
2980.000,34.880,0.175,33.241,0.099,1.045,0.062,1.423,0.071
2990.000,34.936,0.118,33.273,0.075,1.053,0.045,1.439,0.067
3000.000,34.920,0.104,33.257,0.086,1.013,0.085,1.472,0.067
3010.000,34.912,0.106,33.289,0.102,1.060,0.083,1.366,0.122
3020.000,34.936,0.124,33.193,0.084,1.060,0.083,1.415,0.101
3030.000,34.896,0.119,33.233,0.073,1.076,0.097,1.447,0.069
3040.000,34.880,0.124,33.281,0.090,1.100,0.077,1.472,0.109
3050.000,34.896,0.107,33.313,0.111,1.013,0.107,1.472,0.067
3060.000,34.888,0.093,33.289,0.079,1.037,0.084,1.455,0.088
3070.000,34.888,0.085,33.257,0.101,1.013,0.067,1.455,0.110
3080.000,34.936,0.106,33.249,0.056,1.021,0.100,1.455,0.057
3090.000,34.951,0.162,33.257,0.067,1.045,0.104,1.472,0.086
3100.000,34.951,0.139,33.241,0.099,1.060,0.091,1.455,0.103
3110.000,34.848,0.108,33.281,0.090,1.060,0.075,1.439,0.109
3120.000,34.896,0.119,33.257,0.094,1.084,0.112,1.496,0.077
3130.000,34.912,0.194,33.249,0.077,1.084,0.075,1.488,0.060
3140.000,34.991,0.145,33.281,0.063,1.053,0.079,1.488,0.046
3150.000,34.888,0.041,33.249,0.100,1.060,0.075,1.488,0.071
3160.000,34.896,0.146,33.281,0.090,1.100,0.085,1.480,0.064
3170.000,34.864,0.115,33.281,0.050,1.060,0.065,1.415,0.054
3180.000,34.864,0.165,33.225,0.070,1.045,0.073,1.439,0.094
3190.000,34.920,0.111,33.225,0.059,1.053,0.058,1.447,0.069
3200.000,34.864,0.115,33.233,0.082,1.013,0.067,1.480,0.092
3210.000,34.920,0.123,33.217,0.130,1.068,0.095,1.463,0.069
3220.000,34.872,0.111,33.225,0.109,1.029,0.055,1.439,0.086
3230.000,34.880,0.118,33.233,0.082,1.068,0.045,1.455,0.088
3240.000,34.880,0.099,33.225,0.121,1.045,0.062,1.512,0.092
3250.000,34.880,0.154,33.209,0.109,1.029,0.067,1.447,0.079
3260.000,34.872,0.123,33.193,0.084,1.045,0.097,1.447,0.069
3270.000,34.848,0.126,33.225,0.115,1.068,0.087,1.455,0.123
3280.000,34.936,0.135,33.265,0.114,1.037,0.099,1.496,0.133
3290.000,34.959,0.065,33.201,0.111,1.013,0.107,1.504,0.089
3300.000,34.920,0.090,33.249,0.100,1.060,0.099,1.447,0.057
3310.000,34.936,0.099,33.217,0.106,1.029,0.067,1.488,0.060
3320.000,34.888,0.119,33.289,0.079,1.084,0.053,1.480,0.064
3330.000,34.872,0.082,33.217,0.084,1.029,0.085,1.431,0.100
3340.000,34.928,0.087,33.281,0.123,1.060,0.091,1.512,0.051
3350.000,34.880,0.118,33.209,0.137,1.045,0.082,1.455,0.069
3360.000,34.880,0.112,33.233,0.082,1.053,0.079,1.415,0.094
3370.000,34.896,0.119,33.217,0.075,1.084,0.075,1.472,0.077
3380.000,34.848,0.165,33.281,0.063,1.013,0.085,1.455,0.057
3390.000,34.872,0.117,33.209,0.059,1.021,0.107,1.431,0.120
3400.000,34.872,0.073,33.305,0.102,1.108,0.076,1.480,0.064
3410.000,34.864,0.160,33.265,0.146,1.045,0.090,1.455,0.057
3420.000,34.841,0.123,33.233,0.082,0.997,0.062,1.504,0.046
3430.000,34.856,0.118,33.257,0.086,1.068,0.069,1.455,0.057
3440.000,34.817,0.184,33.217,0.075,1.068,0.045,1.463,0.103
3450.000,34.880,0.084,33.217,0.092,1.053,0.058,1.463,0.069
3460.000,34.872,0.128,33.225,0.087,1.060,0.075,1.472,0.115
3470.000,34.888,0.119,33.217,0.099,1.084,0.099,1.447,0.069
3480.000,34.880,0.112,33.249,0.114,1.092,0.041,1.480,0.034
3490.000,34.904,0.113,33.257,0.120,1.045,0.073,1.512,0.107
3500.000,34.904,0.113,33.241,0.065,1.053,0.108,1.447,0.057
3510.000,34.880,0.075,33.249,0.085,1.037,0.092,1.488,0.060
3520.000,34.864,0.151,33.193,0.075,1.045,0.073,1.463,0.087
3530.000,34.896,0.150,33.249,0.067,1.029,0.076,1.496,0.086
3540.000,34.904,0.107,33.257,0.077,1.037,0.092,1.455,0.129
3550.000,34.872,0.153,33.289,0.070,0.997,0.082,1.463,0.095
3560.000,34.848,0.132,33.209,0.109,1.060,0.099,1.455,0.069
3570.000,34.809,0.107,33.217,0.084,1.013,0.055,1.472,0.102
3580.000,34.864,0.169,33.313,0.073,1.013,0.055,1.488,0.060
3590.000,34.864,0.087,33.265,0.114,1.076,0.073,1.520,0.102
3600.000,34.864,0.115,33.241,0.065,1.053,0.095,1.488,0.105
3610.000,34.817,0.155,33.289,0.070,1.076,0.073,1.463,0.128
3620.000,34.880,0.099,33.209,0.087,1.013,0.067,1.480,0.092
3630.000,34.833,0.092,33.201,0.105,1.092,0.107,1.512,0.075
3640.000,34.856,0.112,33.265,0.114,1.060,0.065,1.520,0.086
3650.000,34.833,0.154,33.265,0.125,1.060,0.091,1.472,0.067
3660.000,34.848,0.109,33.273,0.075,1.045,0.062,1.496,0.094
3670.000,34.841,0.139,33.321,0.092,1.045,0.050,1.480,0.092
3680.000,34.856,0.129,33.313,0.123,1.092,0.100,1.520,0.077
3690.000,34.880,0.099,33.336,0.086,1.076,0.062,1.504,0.097
3700.000,34.920,0.134,33.289,0.045,1.029,0.085,1.488,0.118
3710.000,34.896,0.125,33.297,0.053,1.053,0.126,1.488,0.105
3720.000,34.848,0.058,33.273,0.145,1.045,0.062,1.463,0.079
3730.000,34.912,0.118,33.368,0.087,1.029,0.067,1.455,0.079
3740.000,34.864,0.165,33.297,0.084,1.084,0.092,1.496,0.077
3750.000,34.904,0.136,33.321,0.119,0.997,0.062,1.512,0.075
3760.000,34.912,0.106,33.313,0.123,1.005,0.084,1.496,0.066
3770.000,34.912,0.092,33.344,0.077,1.084,0.084,1.488,0.060
