time,Thi Mean,Thi Std,Tho Mean,Tho Std,Tci Mean,Tci Std,Tco Mean,Tco Std
830.000,81.919,0.131,73.995,0.141,0.562,0.092,4.170,0.089
840.000,81.965,0.148,74.064,0.115,0.586,0.075,4.089,0.097
850.000,81.904,0.124,74.041,0.135,0.586,0.075,4.064,0.087
860.000,81.934,0.162,73.964,0.149,0.570,0.090,4.089,0.105
870.000,82.011,0.115,73.979,0.101,0.578,0.102,4.040,0.055
880.000,81.881,0.091,73.933,0.136,0.499,0.025,4.056,0.043
890.000,82.041,0.119,73.956,0.085,0.531,0.092,4.016,0.086
900.000,81.996,0.109,73.925,0.150,0.586,0.075,4.040,0.067
910.000,82.011,0.131,73.979,0.094,0.578,0.079,4.105,0.081
920.000,82.049,0.137,73.964,0.131,0.586,0.118,4.097,0.038
930.000,82.011,0.109,73.933,0.121,0.594,0.058,4.064,0.069
940.000,81.988,0.102,73.826,0.180,0.586,0.105,4.113,0.064
950.000,82.034,0.091,73.879,0.099,0.562,0.075,4.105,0.081
960.000,82.003,0.121,73.879,0.128,0.562,0.092,4.186,0.081
970.000,82.034,0.084,73.841,0.116,0.538,0.055,4.219,0.057
980.000,81.988,0.120,73.918,0.116,0.586,0.075,4.260,0.108
990.000,81.942,0.184,73.841,0.185,0.594,0.108,4.276,0.064
1000.000,82.011,0.115,73.780,0.182,0.554,0.067,4.300,0.129
1010.000,81.973,0.084,73.887,0.140,0.578,0.058,4.373,0.116
1020.000,81.957,0.146,73.826,0.124,0.578,0.087,4.398,0.067
1030.000,82.003,0.136,73.680,0.089,0.546,0.093,4.495,0.118
1040.000,82.011,0.120,73.733,0.131,0.570,0.082,4.455,0.095
1050.000,82.034,0.091,73.795,0.119,0.531,0.075,4.471,0.103
1060.000,82.041,0.108,73.710,0.154,0.562,0.092,4.536,0.057
1070.000,82.072,0.090,73.703,0.110,0.578,0.069,4.503,0.066
1080.000,82.041,0.095,73.733,0.114,0.562,0.053,4.560,0.094
1090.000,82.034,0.084,73.664,0.133,0.538,0.055,4.495,0.089
1100.000,82.041,0.139,73.710,0.131,0.538,0.067,4.528,0.102
1110.000,82.057,0.087,73.626,0.054,0.586,0.075,4.560,0.055
1120.000,82.148,0.109,73.687,0.146,0.570,0.073,4.503,0.077
1130.000,82.018,0.096,73.611,0.097,0.594,0.058,4.593,0.097
1140.000,82.072,0.131,73.657,0.140,0.562,0.065,4.593,0.071
1150.000,82.095,0.130,73.664,0.105,0.578,0.087,4.601,0.075
1160.000,82.095,0.081,73.695,0.146,0.578,0.058,4.625,0.096
1170.000,82.041,0.114,73.603,0.096,0.523,0.062,4.707,0.088
1180.000,82.049,0.185,73.680,0.140,0.594,0.045,4.690,0.121
1190.000,82.011,0.115,73.526,0.145,0.578,0.095,4.707,0.088
1200.000,81.996,0.126,73.603,0.131,0.531,0.053,4.820,0.060
1210.000,81.988,0.144,73.672,0.139,0.538,0.055,4.837,0.089
1220.000,81.965,0.080,73.687,0.090,0.554,0.085,4.918,0.097
1230.000,81.942,0.130,73.641,0.169,0.562,0.084,4.893,0.120
1240.000,81.980,0.100,73.572,0.085,0.554,0.041,4.967,0.055
1250.000,81.927,0.149,73.611,0.116,0.546,0.042,5.040,0.095
1260.000,81.912,0.135,73.572,0.076,0.578,0.058,5.105,0.087
1270.000,81.912,0.063,73.534,0.154,0.570,0.062,5.129,0.077
1280.000,81.980,0.118,73.588,0.117,0.570,0.050,5.210,0.121
1290.000,81.973,0.084,73.588,0.138,0.610,0.075,5.219,0.075
1300.000,81.965,0.088,73.511,0.138,0.570,0.062,5.300,0.092
1310.000,81.942,0.088,73.518,0.079,0.562,0.053,5.324,0.105
1320.000,81.904,0.124,73.472,0.146,0.546,0.085,5.357,0.096
1330.000,81.957,0.084,73.396,0.104,0.546,0.077,5.446,0.103
1340.000,81.912,0.197,73.495,0.128,0.570,0.082,5.422,0.077
1350.000,81.980,0.094,73.480,0.140,0.602,0.082,5.503,0.067
1360.000,81.988,0.176,73.488,0.113,0.523,0.073,5.495,0.051
1370.000,82.034,0.159,73.442,0.130,0.554,0.093,5.535,0.055
1380.000,81.980,0.079,73.442,0.165,0.578,0.069,5.535,0.086
1390.000,81.996,0.136,73.434,0.085,0.554,0.076,5.519,0.079
1400.000,81.996,0.097,73.511,0.099,0.570,0.097,5.527,0.079
1410.000,82.133,0.118,73.449,0.126,0.538,0.067,5.487,0.081
1420.000,82.041,0.139,73.465,0.104,0.578,0.087,5.470,0.071
1430.000,82.141,0.140,73.434,0.085,0.618,0.076,5.479,0.086
1440.000,82.125,0.132,73.396,0.083,0.507,0.083,5.527,0.079
1450.000,82.156,0.121,73.342,0.067,0.594,0.087,5.438,0.043
1460.000,82.125,0.122,73.296,0.178,0.562,0.065,5.389,0.124
1470.000,82.118,0.088,73.426,0.109,0.554,0.055,5.405,0.081
1480.000,82.049,0.116,73.411,0.087,0.554,0.055,5.284,0.079
1490.000,82.125,0.141,73.357,0.111,0.594,0.079,5.267,0.095
1500.000,82.118,0.125,73.334,0.139,0.546,0.085,5.284,0.079
1510.000,82.102,0.138,73.319,0.159,0.531,0.092,5.259,0.094
1520.000,82.133,0.124,73.365,0.217,0.562,0.065,5.235,0.077
1530.000,82.057,0.113,73.349,0.081,0.602,0.062,5.178,0.086
1540.000,82.087,0.145,73.288,0.135,0.602,0.062,5.145,0.071
1550.000,82.148,0.097,73.334,0.087,0.610,0.038,5.064,0.060
1560.000,82.141,0.102,73.372,0.140,0.523,0.082,5.048,0.094
1570.000,82.202,0.098,73.296,0.126,0.586,0.053,5.024,0.103
1580.000,82.179,0.200,73.257,0.148,0.554,0.067,5.056,0.084
1590.000,82.171,0.144,73.334,0.161,0.562,0.065,5.048,0.067
1600.000,82.225,0.153,73.303,0.126,0.602,0.082,4.991,0.094
1610.000,82.247,0.108,73.280,0.105,0.562,0.075,5.032,0.110
1620.000,82.217,0.081,73.334,0.148,0.546,0.077,4.975,0.075
1630.000,82.247,0.081,73.250,0.052,0.562,0.065,5.015,0.077
1640.000,82.186,0.111,73.303,0.116,0.531,0.075,4.918,0.105
1650.000,82.331,0.079,73.288,0.113,0.562,0.065,4.959,0.057
1660.000,82.270,0.130,73.242,0.110,0.554,0.093,5.007,0.064
1670.000,82.247,0.120,73.280,0.092,0.538,0.055,4.934,0.067
1680.000,82.255,0.147,73.227,0.097,0.562,0.084,4.975,0.084
1690.000,82.225,0.064,73.227,0.090,0.562,0.084,4.991,0.054
1700.000,82.339,0.132,73.142,0.089,0.523,0.050,4.983,0.071
1710.000,82.270,0.139,73.173,0.154,0.578,0.069,5.072,0.094
1720.000,82.255,0.060,73.104,0.107,0.586,0.065,5.064,0.105
1730.000,82.339,0.122,73.173,0.096,0.554,0.067,5.089,0.100
1740.000,82.308,0.115,73.180,0.161,0.578,0.069,5.097,0.055
1750.000,82.255,0.079,73.073,0.083,0.570,0.111,5.105,0.069
1760.000,82.278,0.076,73.173,0.131,0.594,0.045,5.137,0.092
1770.000,82.324,0.102,73.111,0.105,0.570,0.073,5.194,0.103
1780.000,82.324,0.157,73.188,0.168,0.538,0.067,5.227,0.124
1790.000,82.324,0.088,73.211,0.087,0.618,0.041,5.227,0.046
1800.000,82.339,0.141,73.065,0.109,0.546,0.067,5.308,0.060
1810.000,82.331,0.100,73.065,0.081,0.562,0.084,5.324,0.111
1820.000,82.408,0.107,73.111,0.117,0.554,0.055,5.381,0.075
1830.000,82.377,0.109,73.127,0.138,0.570,0.097,5.381,0.075
1840.000,82.270,0.153,73.088,0.121,0.538,0.055,5.446,0.069
1850.000,82.270,0.095,73.027,0.113,0.554,0.076,5.446,0.069
1860.000,82.255,0.124,73.081,0.116,0.610,0.084,5.487,0.081
1870.000,82.240,0.082,73.058,0.169,0.491,0.082,5.527,0.042
1880.000,82.240,0.145,73.250,0.120,0.610,0.075,5.495,0.064
1890.000,82.316,0.145,73.173,0.166,0.586,0.075,5.495,0.162
1900.000,82.225,0.109,73.165,0.116,0.570,0.082,5.479,0.127
1910.000,82.263,0.141,73.058,0.139,0.570,0.062,5.519,0.088
1920.000,82.293,0.088,73.058,0.113,0.570,0.097,5.479,0.094
1930.000,82.286,0.079,73.073,0.110,0.554,0.055,5.470,0.071
1940.000,82.255,0.087,73.127,0.085,0.586,0.075,5.454,0.077
1950.000,82.308,0.082,73.150,0.110,0.554,0.100,5.438,0.069
1960.000,82.316,0.120,73.142,0.166,0.546,0.042,5.357,0.103
1970.000,82.385,0.109,73.127,0.128,0.586,0.075,5.414,0.075
1980.000,82.400,0.130,73.050,0.085,0.586,0.065,5.405,0.081
1990.000,82.324,0.120,73.142,0.154,0.546,0.056,5.324,0.071
2000.000,82.347,0.088,73.081,0.116,0.546,0.077,5.340,0.055
2010.000,82.362,0.134,73.096,0.154,0.523,0.073,5.292,0.067
2020.000,82.400,0.108,73.127,0.099,0.570,0.062,5.324,0.089
2030.000,82.408,0.134,73.019,0.109,0.602,0.082,5.235,0.086
2040.000,82.308,0.115,73.065,0.150,0.538,0.093,5.210,0.094
2050.000,82.339,0.056,73.019,0.063,0.554,0.135,5.178,0.094
2060.000,82.453,0.126,73.150,0.116,0.602,0.073,5.162,0.060
2070.000,82.408,0.129,73.004,0.146,0.507,0.075,5.089,0.084
2080.000,82.453,0.136,72.912,0.096,0.538,0.041,5.121,0.110
2090.000,82.453,0.145,72.927,0.091,0.570,0.104,5.080,0.081
2100.000,82.400,0.120,72.904,0.119,0.586,0.105,5.056,0.075
2110.000,82.469,0.131,73.034,0.147,0.578,0.058,5.007,0.092
2120.000,82.354,0.150,73.011,0.150,0.554,0.085,4.942,0.122
2130.000,82.385,0.140,72.927,0.163,0.515,0.058,4.885,0.067
2140.000,82.438,0.100,72.935,0.097,0.523,0.073,4.853,0.077
2150.000,82.507,0.076,72.973,0.172,0.602,0.082,4.780,0.057
2160.000,82.499,0.095,72.865,0.136,0.523,0.050,4.739,0.060
2170.000,82.492,0.105,72.927,0.178,0.562,0.075,4.666,0.094
2180.000,82.492,0.111,72.889,0.125,0.546,0.067,4.617,0.069
2190.000,82.598,0.120,72.965,0.154,0.538,0.067,4.585,0.101
2200.000,82.469,0.166,72.958,0.142,0.594,0.045,4.487,0.084
2210.000,82.530,0.064,72.958,0.085,0.554,0.067,4.463,0.079
2220.000,82.553,0.108,72.912,0.089,0.570,0.073,4.430,0.046
2230.000,82.537,0.097,73.058,0.135,0.570,0.062,4.349,0.046
2240.000,82.537,0.162,73.019,0.154,0.554,0.055,4.300,0.088
2250.000,82.637,0.124,72.996,0.116,0.562,0.099,4.260,0.115
2260.000,82.553,0.096,73.027,0.130,0.570,0.073,4.268,0.046
2270.000,82.537,0.131,72.881,0.105,0.578,0.095,4.260,0.077
2280.000,82.522,0.114,72.865,0.131,0.570,0.073,4.227,0.095
2290.000,82.515,0.147,72.904,0.107,0.538,0.085,4.260,0.066
2300.000,82.583,0.111,72.935,0.090,0.586,0.083,4.243,0.075
2310.000,82.598,0.108,72.912,0.103,0.546,0.085,4.235,0.077
2320.000,82.614,0.121,72.781,0.150,0.570,0.033,4.260,0.054
2330.000,82.652,0.062,72.996,0.110,0.546,0.077,4.268,0.097
2340.000,82.690,0.121,72.858,0.090,0.538,0.076,4.325,0.064
2350.000,82.583,0.084,72.842,0.146,0.546,0.067,4.365,0.067
2360.000,82.690,0.145,72.819,0.117,0.554,0.067,4.325,0.075
2370.000,82.652,0.080,72.889,0.089,0.562,0.092,4.381,0.069
2380.000,82.659,0.084,72.912,0.096,0.562,0.065,4.422,0.054
2390.000,82.728,0.102,72.842,0.083,0.578,0.025,4.479,0.102
2400.000,82.705,0.081,72.950,0.135,0.554,0.093,4.390,0.069
2410.000,82.728,0.102,72.935,0.136,0.538,0.093,4.447,0.067
2420.000,82.621,0.120,72.858,0.065,0.578,0.079,4.503,0.121
2430.000,82.728,0.135,72.873,0.113,0.531,0.065,4.495,0.089
2440.000,82.721,0.116,72.766,0.090,0.578,0.058,4.552,0.087
2450.000,82.682,0.120,72.904,0.061,0.570,0.104,4.552,0.069
2460.000,82.736,0.132,72.850,0.091,0.586,0.065,4.577,0.105
2470.000,82.629,0.096,72.850,0.137,0.554,0.055,4.520,0.084
2480.000,82.675,0.108,72.904,0.107,0.515,0.079,4.552,0.087
2490.000,82.721,0.146,72.773,0.146,0.546,0.085,4.585,0.054
2500.000,82.659,0.084,72.850,0.091,0.515,0.045,4.593,0.060
2510.000,82.667,0.113,72.781,0.137,0.570,0.062,4.568,0.084
2520.000,82.705,0.072,72.781,0.163,0.554,0.055,4.609,0.077
2530.000,82.728,0.114,72.873,0.119,0.562,0.065,4.625,0.057
2540.000,82.705,0.135,72.889,0.109,0.594,0.058,4.528,0.086
2550.000,82.705,0.120,72.873,0.113,0.570,0.050,4.601,0.075
2560.000,82.682,0.120,72.873,0.107,0.570,0.073,4.666,0.066
2570.000,82.621,0.103,72.842,0.150,0.562,0.065,4.666,0.077
2580.000,82.644,0.116,72.819,0.057,0.570,0.073,4.731,0.084
2590.000,82.652,0.114,72.865,0.141,0.570,0.050,4.690,0.127
2600.000,82.682,0.109,72.873,0.107,0.570,0.123,4.763,0.107
2610.000,82.690,0.126,72.904,0.148,0.610,0.084,4.869,0.079
2620.000,82.644,0.084,72.881,0.138,0.594,0.079,4.893,0.064
2630.000,82.644,0.122,72.835,0.136,0.546,0.093,4.877,0.079
2640.000,82.682,0.109,72.804,0.105,0.546,0.100,4.967,0.077
2650.000,82.705,0.135,72.804,0.179,0.610,0.075,5.048,0.109
2660.000,82.690,0.074,72.704,0.137,0.538,0.067,5.080,0.060
2670.000,82.675,0.072,72.789,0.178,0.594,0.058,5.121,0.087
2680.000,82.698,0.153,72.781,0.136,0.562,0.075,5.137,0.051
2690.000,82.614,0.097,72.781,0.110,0.538,0.093,5.145,0.089
2700.000,82.629,0.130,72.804,0.179,0.546,0.077,5.162,0.105
2710.000,82.598,0.096,72.819,0.099,0.546,0.077,5.235,0.121
2720.000,82.644,0.146,72.819,0.092,0.523,0.073,5.251,0.092
2730.000,82.637,0.087,72.827,0.135,0.562,0.065,5.332,0.100
2740.000,82.644,0.116,72.735,0.089,0.546,0.093,5.349,0.128
2750.000,82.721,0.122,72.673,0.107,0.578,0.045,5.332,0.084
2760.000,82.667,0.134,72.635,0.120,0.554,0.076,5.340,0.067
2770.000,82.652,0.114,72.681,0.103,0.546,0.067,5.405,0.089
2780.000,82.682,0.149,72.766,0.116,0.538,0.067,5.414,0.092
2790.000,82.728,0.088,72.712,0.126,0.562,0.075,5.438,0.096
2800.000,82.728,0.139,72.658,0.149,0.586,0.065,5.430,0.069
2810.000,82.743,0.143,72.666,0.138,0.554,0.041,5.527,0.079
2820.000,82.713,0.113,72.704,0.121,0.586,0.083,5.519,0.057
2830.000,82.782,0.140,72.604,0.199,0.562,0.038,5.519,0.088
2840.000,82.659,0.141,72.704,0.167,0.562,0.075,5.584,0.055
2850.000,82.652,0.135,72.612,0.116,0.570,0.062,5.544,0.132
2860.000,82.675,0.096,72.520,0.071,0.610,0.053,5.609,0.079
2870.000,82.675,0.096,72.666,0.175,0.602,0.062,5.690,0.087
2880.000,82.751,0.125,72.620,0.141,0.554,0.076,5.698,0.077
2890.000,82.774,0.131,72.597,0.113,0.546,0.085,5.747,0.067
2900.000,82.766,0.090,72.573,0.123,0.578,0.058,5.779,0.086
2910.000,82.789,0.129,72.604,0.170,0.531,0.092,5.852,0.069
2920.000,82.721,0.141,72.627,0.121,0.538,0.041,5.836,0.069
2930.000,82.751,0.108,72.520,0.153,0.531,0.084,5.869,0.064
2940.000,82.759,0.126,72.612,0.116,0.578,0.058,5.909,0.094
2950.000,82.690,0.097,72.489,0.144,0.546,0.107,6.015,0.069
2960.000,82.705,0.081,72.543,0.065,0.562,0.118,6.039,0.071
2970.000,82.759,0.064,72.497,0.128,0.570,0.073,6.112,0.100
2980.000,82.759,0.053,72.535,0.116,0.578,0.079,6.080,0.057
2990.000,82.736,0.098,72.420,0.105,0.570,0.082,6.153,0.077
3000.000,82.782,0.108,72.450,0.103,0.562,0.065,6.186,0.077
3010.000,82.797,0.111,72.481,0.141,0.570,0.073,6.226,0.114
3020.000,82.850,0.090,72.504,0.154,0.586,0.083,6.291,0.094
3030.000,82.804,0.135,72.458,0.132,0.594,0.058,6.307,0.075
3040.000,82.774,0.115,72.527,0.158,0.610,0.065,6.324,0.042
3050.000,82.789,0.048,72.474,0.132,0.531,0.075,6.348,0.077
3060.000,82.934,0.157,72.320,0.132,0.538,0.067,6.364,0.097
3070.000,82.904,0.140,72.443,0.101,0.554,0.055,6.446,0.071
3080.000,82.927,0.140,72.497,0.067,0.546,0.093,6.421,0.095
3090.000,82.942,0.183,72.435,0.133,0.531,0.092,6.502,0.095
3100.000,82.896,0.143,72.397,0.127,0.523,0.090,6.511,0.039
3110.000,82.866,0.143,72.366,0.177,0.546,0.042,6.535,0.077
3120.000,82.934,0.144,72.466,0.104,0.594,0.079,6.519,0.075
3130.000,82.965,0.098,72.435,0.160,0.610,0.092,6.551,0.064
3140.000,82.911,0.109,72.458,0.110,0.586,0.065,6.511,0.094
3150.000,82.949,0.116,72.435,0.111,0.523,0.082,6.584,0.110
3160.000,83.041,0.146,72.412,0.169,0.554,0.067,6.567,0.057
3170.000,82.904,0.125,72.489,0.144,0.594,0.095,6.567,0.069
3180.000,82.927,0.109,72.474,0.074,0.586,0.083,6.519,0.084
3190.000,82.949,0.076,72.481,0.131,0.531,0.053,6.567,0.069
3200.000,82.988,0.173,72.381,0.110,0.586,0.053,6.592,0.067
3210.000,82.911,0.103,72.328,0.145,0.594,0.058,6.543,0.081
3220.000,82.911,0.131,72.435,0.117,0.570,0.062,6.567,0.095
3230.000,82.896,0.129,72.366,0.153,0.538,0.067,6.519,0.114
3240.000,82.957,0.088,72.328,0.131,0.554,0.093,6.486,0.087
3250.000,82.881,0.088,72.312,0.110,0.570,0.117,6.494,0.069
3260.000,82.995,0.131,72.320,0.110,0.554,0.093,6.462,0.081
3270.000,82.988,0.097,72.320,0.171,0.594,0.069,6.494,0.123
3280.000,82.949,0.146,72.274,0.154,0.570,0.050,6.437,0.064
3290.000,82.949,0.137,72.274,0.136,0.610,0.075,6.372,0.094
3300.000,82.942,0.118,72.320,0.097,0.546,0.067,6.356,0.126
3310.000,82.942,0.070,72.258,0.107,0.578,0.058,6.340,0.057
3320.000,83.003,0.158,72.312,0.098,0.562,0.075,6.307,0.092
3330.000,83.033,0.088,72.328,0.154,0.594,0.069,6.340,0.057
3340.000,82.942,0.118,72.289,0.094,0.570,0.050,6.307,0.064
3350.000,83.010,0.108,72.243,0.104,0.554,0.093,6.291,0.066
3360.000,83.018,0.100,72.281,0.067,0.546,0.085,6.307,0.064
3370.000,83.018,0.118,72.328,0.115,0.578,0.069,6.275,0.064
3380.000,82.965,0.141,72.281,0.147,0.546,0.085,6.291,0.066
3390.000,82.927,0.103,72.304,0.121,0.538,0.085,6.275,0.075
3400.000,82.934,0.088,72.312,0.091,0.586,0.037,6.251,0.079
3410.000,83.010,0.130,72.412,0.169,0.546,0.077,6.283,0.097
3420.000,82.949,0.091,72.374,0.145,0.562,0.084,6.275,0.084
3430.000,83.041,0.098,72.212,0.130,0.546,0.107,6.275,0.075
3440.000,83.010,0.169,72.158,0.175,0.578,0.079,6.267,0.094
3450.000,82.988,0.103,72.205,0.099,0.562,0.129,6.267,0.067
3460.000,83.018,0.100,72.128,0.111,0.546,0.067,6.210,0.066
3470.000,83.072,0.090,72.205,0.128,0.538,0.067,6.275,0.064
3480.000,83.018,0.118,72.143,0.150,0.546,0.077,6.275,0.084
3490.000,83.056,0.081,72.128,0.123,0.523,0.117,6.259,0.057
3500.000,83.049,0.152,72.105,0.101,0.546,0.125,6.259,0.087
3510.000,83.102,0.111,72.166,0.150,0.570,0.097,6.251,0.088
3520.000,83.010,0.108,72.181,0.139,0.523,0.050,6.202,0.097
3530.000,82.972,0.118,72.066,0.150,0.578,0.079,6.234,0.094
3540.000,83.003,0.120,71.989,0.103,0.578,0.045,6.153,0.067
3550.000,82.995,0.082,71.966,0.072,0.554,0.055,6.177,0.103
3560.000,83.003,0.184,71.997,0.121,0.586,0.091,6.194,0.084
3570.000,83.003,0.082,71.897,0.117,0.538,0.067,6.186,0.077
3580.000,82.995,0.054,71.982,0.108,0.570,0.082,6.153,0.109
3590.000,82.942,0.118,71.905,0.184,0.562,0.092,6.145,0.120
3600.000,83.026,0.116,71.889,0.149,0.570,0.062,6.080,0.078
3610.000,82.919,0.131,72.005,0.137,0.546,0.077,6.104,0.086
3620.000,83.018,0.107,72.005,0.159,0.546,0.093,6.080,0.042
3630.000,82.911,0.131,71.943,0.154,0.562,0.084,6.096,0.087
3640.000,82.988,0.109,71.882,0.117,0.546,0.056,6.088,0.079
3650.000,82.919,0.181,71.897,0.117,0.602,0.097,6.096,0.087
3660.000,82.949,0.132,71.843,0.090,0.554,0.067,6.121,0.089
3670.000,82.927,0.158,71.851,0.137,0.586,0.065,6.064,0.075
3680.000,82.995,0.121,71.828,0.071,0.546,0.077,6.056,0.060
3690.000,83.018,0.087,71.828,0.125,0.531,0.053,6.145,0.064
3700.000,82.988,0.149,71.851,0.098,0.538,0.055,6.161,0.078
3710.000,82.942,0.100,71.736,0.154,0.570,0.104,6.137,0.089
3720.000,82.942,0.079,71.705,0.097,0.594,0.079,6.129,0.086
3730.000,82.965,0.116,71.705,0.116,0.602,0.090,6.186,0.086
3740.000,82.949,0.137,71.805,0.138,0.570,0.073,6.194,0.084
3750.000,82.934,0.072,71.613,0.104,0.578,0.115,6.161,0.057
3760.000,82.934,0.120,71.651,0.133,0.586,0.124,6.194,0.092
3770.000,82.896,0.113,71.682,0.081,0.610,0.038,6.186,0.077
