time,Thi Mean,Thi Std,Tho Mean,Tho Std,Tci Mean,Tci Std,Tco Mean,Tco Std
290.000,51.405,0.092,45.944,0.111,0.570,0.073,0.740,0.094
300.000,51.498,0.134,45.850,0.110,0.538,0.100,0.708,0.077
310.000,51.553,0.111,45.960,0.122,0.586,0.083,0.724,0.069
320.000,51.483,0.139,45.881,0.110,0.562,0.118,0.748,0.084
330.000,51.451,0.097,45.834,0.099,0.570,0.104,0.700,0.075
340.000,51.483,0.123,45.928,0.152,0.586,0.075,0.748,0.051
350.000,51.576,0.157,45.913,0.092,0.570,0.073,0.756,0.060
360.000,51.537,0.078,45.866,0.117,0.538,0.076,0.732,0.069
370.000,51.514,0.081,45.913,0.118,0.562,0.075,0.765,0.066
380.000,51.545,0.109,45.928,0.138,0.594,0.069,0.740,0.086
390.000,51.467,0.121,45.928,0.147,0.562,0.065,0.691,0.071
400.000,51.436,0.103,45.921,0.123,0.531,0.075,0.756,0.089
410.000,51.490,0.066,45.905,0.113,0.523,0.062,0.732,0.079
420.000,51.514,0.146,45.881,0.116,0.586,0.065,0.716,0.069
430.000,51.498,0.148,45.952,0.094,0.554,0.041,0.683,0.066
440.000,51.545,0.089,45.889,0.129,0.538,0.100,0.748,0.114
450.000,51.522,0.058,45.850,0.104,0.538,0.085,0.700,0.075
460.000,51.545,0.160,45.960,0.133,0.538,0.067,0.700,0.100
470.000,51.490,0.084,45.889,0.112,0.586,0.083,0.740,0.086
480.000,51.545,0.109,45.913,0.099,0.562,0.065,0.740,0.077
490.000,51.537,0.125,45.881,0.097,0.570,0.082,0.748,0.075
500.000,51.459,0.158,45.936,0.069,0.586,0.065,0.789,0.067
510.000,51.475,0.122,45.952,0.136,0.594,0.095,0.740,0.086
520.000,51.561,0.139,45.952,0.131,0.586,0.083,0.700,0.051
530.000,51.545,0.151,45.889,0.091,0.562,0.084,0.748,0.084
540.000,51.537,0.086,45.897,0.162,0.578,0.069,0.724,0.117
550.000,51.498,0.165,45.889,0.091,0.633,0.055,0.724,0.096
560.000,51.553,0.111,45.928,0.127,0.538,0.067,0.716,0.079
570.000,51.561,0.105,45.881,0.062,0.578,0.069,0.781,0.075
580.000,51.568,0.118,45.921,0.123,0.570,0.050,0.773,0.046
590.000,51.475,0.074,45.944,0.105,0.562,0.065,0.781,0.100
600.000,51.537,0.086,45.881,0.081,0.570,0.090,0.716,0.087
610.000,51.490,0.092,45.921,0.112,0.538,0.093,0.691,0.071
620.000,51.529,0.138,45.913,0.118,0.602,0.073,0.748,0.084
630.000,51.506,0.117,45.928,0.169,0.562,0.075,0.691,0.105
640.000,51.568,0.161,45.913,0.099,0.538,0.085,0.724,0.079
650.000,51.467,0.168,45.913,0.092,0.546,0.056,0.708,0.067
660.000,51.529,0.160,45.881,0.110,0.538,0.067,0.732,0.079
670.000,51.490,0.099,45.976,0.099,0.570,0.097,0.732,0.069
680.000,51.522,0.119,45.968,0.083,0.562,0.084,0.756,0.118
690.000,51.522,0.125,45.897,0.092,0.578,0.102,0.765,0.094
700.000,51.545,0.096,45.921,0.117,0.546,0.067,0.716,0.079
710.000,51.584,0.173,45.952,0.101,0.570,0.073,0.700,0.084
720.000,51.490,0.174,46.031,0.120,0.554,0.076,0.740,0.039
730.000,51.498,0.153,45.928,0.138,0.618,0.067,0.740,0.138
740.000,51.537,0.113,45.905,0.113,0.618,0.067,0.724,0.057
750.000,51.514,0.137,45.905,0.085,0.515,0.058,0.756,0.071
760.000,51.584,0.152,45.873,0.114,0.554,0.085,0.748,0.084
770.000,51.514,0.096,45.913,0.106,0.618,0.100,0.748,0.034
780.000,51.483,0.118,45.968,0.134,0.531,0.084,0.732,0.069
790.000,51.514,0.137,45.968,0.083,0.546,0.085,0.683,0.054
800.000,51.506,0.098,45.881,0.097,0.562,0.112,0.748,0.107
810.000,51.506,0.133,45.889,0.112,0.602,0.097,0.716,0.103
820.000,51.545,0.089,45.889,0.193,0.610,0.075,0.732,0.042
830.000,51.545,0.190,45.905,0.085,0.570,0.082,0.732,0.079
840.000,51.529,0.097,45.881,0.072,0.562,0.084,0.765,0.108
850.000,51.545,0.142,45.944,0.083,0.594,0.069,0.732,0.069
860.000,51.553,0.117,45.866,0.139,0.531,0.065,0.756,0.124
870.000,51.537,0.145,45.866,0.064,0.562,0.053,0.724,0.069
880.000,51.537,0.093,45.850,0.110,0.570,0.073,0.740,0.094
890.000,51.545,0.164,45.881,0.097,0.578,0.069,0.683,0.094
900.000,51.553,0.111,45.944,0.074,0.578,0.058,0.740,0.109
910.000,51.529,0.116,45.842,0.123,0.546,0.100,0.683,0.066
920.000,51.506,0.138,45.842,0.144,0.570,0.097,0.724,0.069
930.000,51.576,0.099,45.866,0.144,0.562,0.075,0.740,0.067
940.000,51.529,0.143,45.913,0.099,0.578,0.045,0.732,0.069
950.000,51.608,0.116,45.834,0.099,0.531,0.053,0.683,0.086
960.000,51.608,0.127,45.921,0.111,0.562,0.065,0.740,0.109
970.000,51.584,0.117,45.842,0.153,0.523,0.033,0.724,0.057
980.000,51.529,0.143,45.873,0.120,0.586,0.037,0.748,0.051
990.000,51.615,0.119,45.889,0.091,0.546,0.085,0.748,0.084
1000.000,51.576,0.066,45.826,0.124,0.578,0.058,0.700,0.075
1010.000,51.568,0.106,45.834,0.085,0.578,0.058,0.765,0.086
1020.000,51.568,0.106,45.826,0.076,0.633,0.076,0.748,0.075
1030.000,51.537,0.140,45.881,0.072,0.602,0.082,0.732,0.103
1040.000,51.639,0.148,45.881,0.133,0.554,0.076,0.789,0.067
1050.000,51.568,0.123,45.850,0.097,0.554,0.093,0.756,0.081
1060.000,51.584,0.091,45.905,0.130,0.546,0.093,0.708,0.077
1070.000,51.522,0.162,45.787,0.064,0.594,0.058,0.708,0.039
1080.000,51.623,0.109,45.858,0.094,0.554,0.076,0.756,0.081
1090.000,51.529,0.138,45.866,0.098,0.554,0.055,0.740,0.077
1100.000,51.506,0.111,45.866,0.091,0.546,0.067,0.765,0.066
1110.000,51.576,0.092,45.818,0.099,0.562,0.075,0.732,0.103
1120.000,51.436,0.126,45.858,0.094,0.594,0.058,0.724,0.096
1130.000,51.608,0.090,45.858,0.150,0.538,0.041,0.708,0.077
1140.000,51.483,0.129,45.842,0.091,0.594,0.087,0.732,0.079
1150.000,51.568,0.134,45.873,0.058,0.570,0.090,0.724,0.103
1160.000,51.537,0.107,45.858,0.101,0.578,0.045,0.724,0.043
1170.000,51.608,0.082,45.834,0.140,0.546,0.056,0.700,0.100
1180.000,51.537,0.086,45.858,0.120,0.562,0.112,0.716,0.079
1190.000,51.576,0.099,45.755,0.106,0.562,0.053,0.724,0.043
1200.000,51.553,0.156,45.834,0.118,0.554,0.076,0.667,0.092
1210.000,51.506,0.128,45.858,0.094,0.586,0.118,0.732,0.042
1220.000,51.545,0.109,45.834,0.158,0.602,0.050,0.716,0.042
1230.000,51.522,0.119,45.866,0.083,0.570,0.073,0.724,0.057
1240.000,51.662,0.117,45.842,0.162,0.546,0.085,0.756,0.081
1250.000,51.568,0.134,45.826,0.067,0.570,0.073,0.667,0.064
1260.000,51.553,0.104,45.795,0.168,0.578,0.058,0.708,0.094
1270.000,51.537,0.107,45.795,0.114,0.602,0.097,0.748,0.075
1280.000,51.608,0.147,45.803,0.097,0.570,0.090,0.732,0.087
1290.000,51.514,0.176,45.881,0.062,0.594,0.079,0.773,0.071
1300.000,51.498,0.123,45.866,0.091,0.586,0.124,0.708,0.055
1310.000,51.514,0.223,45.866,0.128,0.586,0.099,0.773,0.071
1320.000,51.475,0.083,45.858,0.114,0.554,0.055,0.716,0.079
1330.000,51.561,0.112,45.873,0.114,0.602,0.073,0.716,0.095
1340.000,51.561,0.105,45.810,0.075,0.515,0.069,0.724,0.079
1350.000,51.545,0.081,45.803,0.116,0.546,0.067,0.740,0.055
1360.000,51.545,0.137,45.826,0.056,0.562,0.092,0.773,0.089
1370.000,51.514,0.115,45.842,0.118,0.578,0.095,0.716,0.069
1380.000,51.522,0.107,45.858,0.120,0.538,0.119,0.732,0.087
1390.000,51.568,0.076,45.850,0.081,0.586,0.083,0.675,0.089
1400.000,51.490,0.106,45.803,0.110,0.594,0.058,0.708,0.055
1410.000,51.467,0.081,45.818,0.124,0.602,0.062,0.740,0.067
1420.000,51.506,0.122,45.850,0.181,0.554,0.055,0.740,0.067
1430.000,51.498,0.112,45.834,0.055,0.570,0.050,0.708,0.109
1440.000,51.600,0.107,45.795,0.125,0.610,0.084,0.773,0.105
1450.000,51.537,0.140,45.826,0.140,0.594,0.079,0.740,0.086
1460.000,51.451,0.127,45.834,0.092,0.562,0.053,0.756,0.089
1470.000,51.537,0.107,45.834,0.118,0.562,0.092,0.724,0.069
1480.000,51.498,0.185,45.818,0.085,0.578,0.069,0.740,0.077
1490.000,51.529,0.082,45.850,0.097,0.594,0.069,0.748,0.100
1500.000,51.545,0.109,45.779,0.069,0.554,0.085,0.724,0.069
1510.000,51.529,0.165,45.834,0.154,0.554,0.093,0.756,0.071
1520.000,51.522,0.119,45.787,0.117,0.523,0.123,0.716,0.079
1530.000,51.498,0.118,45.850,0.138,0.538,0.055,0.765,0.077
1540.000,51.522,0.130,45.842,0.105,0.538,0.107,0.700,0.084
1550.000,51.490,0.153,45.771,0.081,0.610,0.065,0.724,0.057
1560.000,51.545,0.096,45.826,0.100,0.570,0.090,0.724,0.079
1570.000,51.592,0.115,45.834,0.129,0.554,0.100,0.773,0.089
1580.000,51.561,0.153,45.810,0.075,0.594,0.087,0.756,0.081
1590.000,51.522,0.086,45.834,0.106,0.538,0.067,0.724,0.069
1600.000,51.522,0.119,45.850,0.143,0.594,0.079,0.748,0.075
1610.000,51.537,0.166,45.834,0.066,0.546,0.067,0.740,0.067
1620.000,51.568,0.106,45.834,0.099,0.554,0.085,0.708,0.109
1630.000,51.529,0.052,45.826,0.093,0.610,0.053,0.667,0.051
1640.000,51.506,0.111,45.866,0.128,0.594,0.069,0.724,0.057
1650.000,51.584,0.138,45.818,0.085,0.570,0.082,0.756,0.060
1660.000,51.545,0.103,45.803,0.081,0.618,0.100,0.740,0.067
1670.000,51.498,0.092,45.803,0.110,0.610,0.084,0.708,0.067
1680.000,51.522,0.193,45.795,0.108,0.578,0.058,0.724,0.088
1690.000,51.514,0.168,45.795,0.094,0.570,0.073,0.756,0.046
1700.000,51.545,0.081,45.850,0.062,0.578,0.087,0.756,0.046
1710.000,51.592,0.121,45.763,0.129,0.554,0.076,0.740,0.077
1720.000,51.537,0.130,45.818,0.076,0.586,0.053,0.756,0.105
1730.000,51.537,0.119,45.842,0.075,0.610,0.053,0.740,0.077
1740.000,51.451,0.156,45.795,0.094,0.507,0.053,0.724,0.079
1750.000,51.529,0.110,45.795,0.108,0.570,0.062,0.732,0.079
1760.000,51.514,0.146,45.779,0.069,0.562,0.053,0.740,0.077
1770.000,51.522,0.107,45.826,0.124,0.578,0.069,0.716,0.057
1780.000,51.631,0.169,45.834,0.149,0.562,0.075,0.732,0.116
1790.000,51.451,0.122,45.889,0.091,0.515,0.069,0.708,0.067
1800.000,51.623,0.089,45.810,0.123,0.538,0.055,0.765,0.101
1810.000,51.568,0.123,45.826,0.124,0.586,0.083,0.724,0.057
1820.000,51.475,0.104,45.779,0.141,0.578,0.115,0.748,0.084
1830.000,51.561,0.139,45.866,0.064,0.578,0.069,0.740,0.055
1840.000,51.592,0.115,45.818,0.106,0.554,0.055,0.716,0.069
1850.000,51.662,0.133,45.881,0.133,0.562,0.065,0.773,0.060
1860.000,51.553,0.117,45.826,0.113,0.546,0.056,0.691,0.097
1870.000,51.631,0.104,45.826,0.100,0.538,0.055,0.708,0.067
1880.000,51.568,0.106,45.897,0.055,0.491,0.073,0.683,0.066
1890.000,51.529,0.074,45.858,0.125,0.531,0.106,0.732,0.069
1900.000,51.576,0.105,45.818,0.092,0.570,0.090,0.773,0.118
1910.000,51.568,0.099,45.826,0.113,0.546,0.077,0.724,0.057
1920.000,51.514,0.089,45.787,0.074,0.562,0.038,0.732,0.079
1930.000,51.529,0.127,45.842,0.065,0.546,0.107,0.716,0.069
1940.000,51.537,0.107,45.842,0.091,0.538,0.076,0.765,0.094
1950.000,51.608,0.160,45.834,0.085,0.554,0.093,0.732,0.079
1960.000,51.522,0.078,45.834,0.158,0.594,0.069,0.756,0.097
1970.000,51.576,0.105,45.810,0.098,0.586,0.075,0.765,0.066
1980.000,51.615,0.193,45.913,0.140,0.538,0.076,0.765,0.077
1990.000,51.592,0.072,45.795,0.078,0.562,0.065,0.740,0.055
2000.000,51.608,0.147,45.810,0.083,0.546,0.077,0.716,0.069
2010.000,51.615,0.113,45.834,0.149,0.562,0.053,0.716,0.087
2020.000,51.553,0.122,45.818,0.106,0.546,0.067,0.708,0.055
2030.000,51.592,0.081,45.834,0.092,0.554,0.093,0.740,0.055
2040.000,51.608,0.082,45.921,0.112,0.538,0.041,0.683,0.066
2050.000,51.615,0.093,45.905,0.085,0.578,0.102,0.724,0.069
2060.000,51.545,0.096,45.810,0.105,0.515,0.095,0.781,0.132
2070.000,51.522,0.149,45.763,0.112,0.554,0.085,0.708,0.086
2080.000,51.553,0.104,45.779,0.120,0.515,0.079,0.708,0.077
2090.000,51.576,0.084,45.905,0.076,0.562,0.065,0.691,0.105
2100.000,51.506,0.143,45.858,0.058,0.538,0.100,0.773,0.118
2110.000,51.553,0.104,45.850,0.097,0.546,0.125,0.748,0.100
2120.000,51.561,0.099,45.850,0.138,0.538,0.067,0.716,0.087
2130.000,51.451,0.147,45.826,0.093,0.602,0.062,0.740,0.086
2140.000,51.514,0.146,45.842,0.118,0.554,0.076,0.732,0.069
2150.000,51.568,0.153,45.921,0.112,0.602,0.073,0.756,0.060
2160.000,51.592,0.126,45.834,0.076,0.570,0.082,0.683,0.054
2170.000,51.576,0.148,45.921,0.117,0.610,0.065,0.724,0.079
2180.000,51.506,0.128,45.858,0.120,0.570,0.062,0.773,0.060
2190.000,51.576,0.161,45.858,0.087,0.554,0.067,0.716,0.103
2200.000,51.529,0.127,45.842,0.091,0.531,0.065,0.748,0.075
2210.000,51.576,0.173,45.842,0.170,0.570,0.082,0.740,0.067
2220.000,51.576,0.169,45.866,0.134,0.523,0.082,0.756,0.097
2230.000,51.514,0.151,45.881,0.097,0.610,0.053,0.724,0.057
2240.000,51.529,0.097,45.881,0.050,0.570,0.062,0.700,0.064
2250.000,51.568,0.106,45.913,0.140,0.546,0.067,0.740,0.094
2260.000,51.522,0.113,45.866,0.128,0.554,0.093,0.756,0.071
2270.000,51.545,0.049,45.858,0.114,0.570,0.062,0.724,0.057
2280.000,51.545,0.168,45.928,0.138,0.499,0.058,0.716,0.079
2290.000,51.506,0.133,45.928,0.089,0.554,0.076,0.756,0.060
2300.000,51.545,0.081,45.858,0.087,0.570,0.062,0.756,0.060
2310.000,51.537,0.130,45.873,0.168,0.586,0.065,0.756,0.097
2320.000,51.537,0.125,45.897,0.085,0.554,0.076,0.740,0.109
2330.000,51.561,0.075,45.873,0.159,0.562,0.099,0.700,0.092
2340.000,51.537,0.119,45.881,0.089,0.610,0.084,0.740,0.077
2350.000,51.600,0.058,45.881,0.138,0.538,0.076,0.765,0.094
2360.000,51.529,0.116,45.952,0.141,0.507,0.053,0.756,0.071
2370.000,51.522,0.113,45.873,0.069,0.546,0.067,0.740,0.102
2380.000,51.483,0.143,45.921,0.118,0.570,0.097,0.740,0.086
2390.000,51.568,0.076,45.897,0.099,0.586,0.105,0.756,0.046
2400.000,51.529,0.122,45.889,0.091,0.578,0.102,0.740,0.039
2410.000,51.561,0.118,45.889,0.083,0.554,0.076,0.724,0.069
2420.000,51.584,0.074,45.905,0.106,0.546,0.093,0.708,0.077
2430.000,51.576,0.134,45.889,0.105,0.570,0.062,0.716,0.069
2440.000,51.553,0.138,45.928,0.104,0.554,0.055,0.773,0.071
2450.000,51.529,0.097,45.928,0.147,0.578,0.087,0.765,0.038
2460.000,51.514,0.160,45.881,0.089,0.602,0.090,0.700,0.075
2470.000,51.561,0.099,45.944,0.123,0.586,0.099,0.700,0.075
2480.000,51.615,0.119,45.873,0.101,0.562,0.053,0.773,0.071
2490.000,51.568,0.123,45.873,0.108,0.570,0.062,0.700,0.100
2500.000,51.568,0.134,45.913,0.145,0.562,0.084,0.748,0.092
2510.000,51.600,0.162,45.913,0.099,0.570,0.073,0.708,0.067
2520.000,51.584,0.122,45.881,0.127,0.523,0.073,0.700,0.084
2530.000,51.529,0.097,45.921,0.105,0.554,0.107,0.732,0.057
2540.000,51.608,0.133,45.866,0.166,0.602,0.062,0.724,0.043
2550.000,51.576,0.092,45.889,0.129,0.570,0.082,0.724,0.096
2560.000,51.654,0.112,45.858,0.078,0.586,0.091,0.756,0.097
2570.000,51.600,0.068,45.913,0.124,0.546,0.085,0.716,0.095
2580.000,51.608,0.052,45.897,0.124,0.554,0.055,0.724,0.057
2590.000,51.553,0.138,45.826,0.056,0.562,0.084,0.732,0.079
2600.000,51.561,0.118,45.897,0.124,0.610,0.053,0.765,0.077
2610.000,51.576,0.118,45.803,0.081,0.554,0.085,0.700,0.075
2620.000,51.647,0.099,45.881,0.089,0.538,0.085,0.683,0.094
2630.000,51.561,0.075,45.763,0.129,0.554,0.100,0.773,0.089
2640.000,51.584,0.122,45.873,0.163,0.523,0.073,0.732,0.042
2650.000,51.584,0.104,45.826,0.124,0.538,0.100,0.773,0.071
2660.000,51.561,0.112,45.850,0.156,0.570,0.090,0.756,0.089
2670.000,51.522,0.158,45.850,0.097,0.570,0.090,0.708,0.102
2680.000,51.537,0.100,45.866,0.105,0.570,0.073,0.716,0.069
2690.000,51.561,0.066,45.850,0.122,0.562,0.092,0.748,0.075
2700.000,51.584,0.128,45.850,0.122,0.538,0.055,0.724,0.079
2710.000,51.576,0.134,45.818,0.076,0.570,0.090,0.732,0.069
2720.000,51.568,0.123,45.818,0.118,0.578,0.095,0.773,0.097
2730.000,51.592,0.109,45.842,0.065,0.610,0.075,0.756,0.081
2740.000,51.623,0.146,45.881,0.138,0.578,0.069,0.740,0.086
2750.000,51.506,0.122,45.834,0.085,0.554,0.076,0.756,0.046
2760.000,51.568,0.134,45.873,0.069,0.531,0.084,0.691,0.071
2770.000,51.615,0.125,45.826,0.100,0.531,0.092,0.789,0.077
2780.000,51.545,0.103,45.818,0.076,0.562,0.065,0.756,0.081
2790.000,51.576,0.143,45.866,0.083,0.594,0.102,0.716,0.057
2800.000,51.537,0.068,45.921,0.105,0.562,0.065,0.675,0.060
2810.000,51.537,0.140,45.913,0.154,0.586,0.053,0.716,0.057
2820.000,51.553,0.161,45.897,0.149,0.538,0.100,0.732,0.042
2830.000,51.537,0.086,45.889,0.091,0.570,0.082,0.748,0.084
2840.000,51.568,0.084,45.889,0.134,0.538,0.085,0.732,0.079
2850.000,51.576,0.157,45.913,0.055,0.578,0.058,0.805,0.088
2860.000,51.576,0.153,45.803,0.127,0.618,0.067,0.748,0.075
2870.000,51.537,0.093,45.913,0.140,0.531,0.053,0.708,0.094
2880.000,51.545,0.132,45.968,0.075,0.538,0.041,0.732,0.079
2890.000,51.576,0.134,45.905,0.106,0.531,0.092,0.756,0.060
2900.000,51.623,0.103,45.834,0.112,0.594,0.087,0.700,0.092
2910.000,51.522,0.119,45.983,0.119,0.578,0.069,0.748,0.064
2920.000,51.584,0.104,45.944,0.091,0.562,0.065,0.740,0.094
2930.000,51.529,0.110,45.960,0.110,0.594,0.058,0.765,0.066
2940.000,51.608,0.082,45.866,0.105,0.586,0.053,0.740,0.077
2950.000,51.514,0.109,45.889,0.105,0.546,0.067,0.765,0.115
2960.000,51.592,0.132,45.936,0.131,0.507,0.065,0.708,0.055
2970.000,51.483,0.157,45.928,0.081,0.515,0.058,0.740,0.039
2980.000,51.553,0.138,45.928,0.122,0.507,0.037,0.700,0.092
2990.000,51.576,0.075,45.976,0.124,0.586,0.053,0.716,0.042
3000.000,51.561,0.092,45.897,0.135,0.578,0.087,0.740,0.077
3010.000,51.568,0.139,45.921,0.112,0.562,0.075,0.724,0.103
3020.000,51.568,0.066,45.866,0.123,0.578,0.095,0.748,0.084
3030.000,51.553,0.177,45.889,0.148,0.546,0.077,0.691,0.071
3040.000,51.514,0.132,45.873,0.101,0.546,0.093,0.716,0.087
3050.000,51.506,0.111,45.936,0.078,0.562,0.084,0.773,0.081
3060.000,51.631,0.122,45.921,0.144,0.578,0.108,0.716,0.057
3070.000,51.545,0.103,45.952,0.131,0.546,0.077,0.765,0.077
3080.000,51.576,0.112,45.936,0.187,0.570,0.097,0.756,0.071
3090.000,51.592,0.115,45.968,0.129,0.594,0.087,0.708,0.039
3100.000,51.561,0.165,45.881,0.133,0.586,0.065,0.732,0.057
3110.000,51.623,0.151,45.960,0.050,0.523,0.097,0.748,0.064
3120.000,51.467,0.155,45.936,0.087,0.570,0.082,0.732,0.103
3130.000,51.561,0.118,45.952,0.078,0.578,0.058,0.756,0.081
3140.000,51.498,0.105,45.881,0.104,0.531,0.053,0.716,0.079
3150.000,51.545,0.081,45.873,0.101,0.594,0.121,0.740,0.055
3160.000,51.592,0.146,45.905,0.124,0.531,0.053,0.765,0.038
3170.000,51.576,0.112,45.905,0.076,0.562,0.084,0.724,0.069
3180.000,51.600,0.093,45.921,0.105,0.562,0.112,0.748,0.051
3190.000,51.623,0.146,45.991,0.092,0.531,0.099,0.724,0.096
3200.000,51.545,0.115,45.913,0.076,0.578,0.069,0.708,0.077
3210.000,51.568,0.106,45.897,0.124,0.531,0.099,0.659,0.067
3220.000,51.529,0.082,45.913,0.092,0.594,0.025,0.773,0.071
3230.000,51.568,0.144,45.913,0.135,0.578,0.058,0.716,0.110
3240.000,51.498,0.099,45.944,0.134,0.618,0.076,0.732,0.087
3250.000,51.615,0.086,45.913,0.106,0.586,0.105,0.748,0.034
3260.000,51.576,0.099,45.968,0.105,0.546,0.077,0.740,0.086
3270.000,51.623,0.103,45.928,0.097,0.515,0.102,0.716,0.087
3280.000,51.529,0.152,45.873,0.094,0.570,0.062,0.748,0.075
3290.000,51.623,0.137,45.944,0.123,0.594,0.058,0.740,0.086
3300.000,51.568,0.041,45.944,0.105,0.578,0.095,0.740,0.067
3310.000,51.600,0.100,45.952,0.069,0.570,0.082,0.740,0.086
3320.000,51.584,0.138,46.007,0.081,0.507,0.075,0.691,0.081
3330.000,51.623,0.081,46.023,0.123,0.538,0.093,0.740,0.067
3340.000,51.584,0.117,45.960,0.089,0.538,0.067,0.716,0.079
3350.000,51.561,0.165,45.968,0.065,0.570,0.050,0.740,0.055
3360.000,51.576,0.153,45.952,0.155,0.578,0.079,0.773,0.046
3370.000,51.615,0.086,45.976,0.099,0.554,0.113,0.732,0.057
3380.000,51.584,0.064,45.999,0.123,0.546,0.067,0.740,0.055
3390.000,51.537,0.130,45.928,0.156,0.578,0.045,0.740,0.067
3400.000,51.545,0.151,45.983,0.113,0.546,0.067,0.756,0.111
3410.000,51.568,0.099,45.928,0.177,0.562,0.065,0.732,0.095
3420.000,51.584,0.074,45.976,0.099,0.570,0.062,0.724,0.069
3430.000,51.529,0.160,45.921,0.075,0.562,0.065,0.756,0.081
3440.000,51.576,0.169,45.905,0.145,0.586,0.075,0.765,0.066
3450.000,51.529,0.138,45.991,0.092,0.594,0.095,0.781,0.075
3460.000,51.584,0.104,45.936,0.094,0.546,0.056,0.748,0.084
3470.000,51.514,0.103,45.968,0.182,0.554,0.067,0.732,0.079
3480.000,51.600,0.107,45.928,0.050,0.578,0.045,0.724,0.110
3490.000,51.608,0.152,46.023,0.083,0.531,0.038,0.756,0.071
3500.000,51.584,0.138,45.999,0.105,0.586,0.091,0.781,0.075
3510.000,51.537,0.093,45.983,0.119,0.570,0.090,0.700,0.064
3520.000,51.537,0.130,45.960,0.081,0.546,0.077,0.781,0.084
3530.000,51.608,0.138,45.983,0.093,0.610,0.053,0.740,0.102
3540.000,51.568,0.106,45.968,0.118,0.570,0.082,0.724,0.057
3550.000,51.608,0.173,45.952,0.136,0.610,0.065,0.781,0.084
3560.000,51.584,0.091,45.928,0.089,0.578,0.079,0.748,0.084
3570.000,51.647,0.076,45.952,0.087,0.578,0.087,0.708,0.109
3580.000,51.639,0.099,45.991,0.085,0.586,0.053,0.716,0.057
3590.000,51.529,0.116,45.881,0.156,0.602,0.097,0.716,0.057
3600.000,51.623,0.096,45.928,0.165,0.578,0.087,0.756,0.026
3610.000,51.522,0.086,46.007,0.127,0.546,0.077,0.732,0.095
3620.000,51.631,0.161,45.960,0.116,0.610,0.065,0.708,0.055
3630.000,51.553,0.156,45.897,0.145,0.554,0.067,0.700,0.084
3640.000,51.584,0.117,46.015,0.069,0.523,0.082,0.708,0.109
3650.000,51.537,0.135,45.905,0.100,0.578,0.095,0.740,0.109
3660.000,51.545,0.132,45.936,0.078,0.578,0.069,0.716,0.087
3670.000,51.522,0.149,45.921,0.075,0.546,0.077,0.724,0.057
3680.000,51.561,0.129,45.944,0.134,0.562,0.053,0.732,0.057
3690.000,51.584,0.111,45.928,0.081,0.578,0.087,0.773,0.097
3700.000,51.568,0.092,45.960,0.050,0.531,0.065,0.756,0.081
3710.000,51.592,0.160,45.928,0.104,0.538,0.076,0.724,0.088
3720.000,51.568,0.144,45.944,0.185,0.562,0.106,0.732,0.069
3730.000,51.584,0.074,45.936,0.094,0.546,0.056,0.724,0.057
3740.000,51.584,0.104,45.968,0.123,0.546,0.067,0.724,0.088
3750.000,51.561,0.112,45.921,0.129,0.578,0.137,0.716,0.110
3760.000,51.483,0.092,45.944,0.128,0.578,0.115,0.732,0.069
3770.000,51.553,0.138,45.991,0.112,0.531,0.084,0.756,0.089
